text,aspect,classification_method
커피도 저렴하고 프리미엄 믹스커피를 마시는 듯한 느낌이에요,"Dessert/Bakery, Coffee/Drink",keyword
되게 달것같았는데 엄청 달지도 않고 깔끔해요!,"Dessert/Bakery, Coffee/Drink",keyword
궁금했었는데 맛있게 먹었습니당!,"Dessert/Bakery, Coffee/Drink",keyword
패키지가 넘 예쁘고 맛도 다양하게 많아여,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
이번엔 오리지날 먹었는데 담엔 다른 맛도 먹어볼게욥,Coffee/Drink,keyword
우왕 새로운 경험이에요,Coffee/Drink,keyword
기대되는 커피에요 ㅎㅎ,Coffee/Drink,keyword
믹스커피가 메뉴가 많아서 좋아요!!,Coffee/Drink,keyword
커피가 싸고 맛있어요!,Coffee/Drink,keyword
핫한곳이라 와보고싶어서 방문했는데 인테리어도 음료도 너무 멋지네요!!!!,"Service, Dessert/Bakery, Coffee/Drink, Vibe",keyword
인테리어 너무 신기해요,Vibe,keyword
가격도 저렴해서 들어올 수 밖에없었움 !!!,Price,keyword
배민에서 커피사업 한다길래 궁금해서 외봤어요!,"Dessert/Bakery, Coffee/Drink",keyword
분위기 좋네요,Vibe,keyword
트렌디하고 내부가 예뻐요,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
맛있어 보여요,Coffee/Drink,keyword
신선한 인테리어 멋져요,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
오란다라는 디저트가 독특해서 궁금하던 카페에용,"Dessert/Bakery, Coffee/Drink",keyword
세련된 인테리어 좋아요,Vibe,keyword
친절하세요!!,"Service, Dessert/Bakery, Coffee/Drink",keyword
"매장이 너무 신기하고, 오란다가 참 신기하네요","Dessert/Bakery, Coffee/Drink, Vibe",keyword
멋진곳이에요!,Vibe,keyword
다양한 맛의 커피 좋아요ㅎㅎ,"Dessert/Bakery, Coffee/Drink",keyword
녹차슬러시 너무 맛있어요,"Dessert/Bakery, Coffee/Drink",keyword
믹스커피도 존맛,Coffee/Drink,keyword
엄청 힙하고 옛날 생각나는 뉴믹스!,"Vibe, Coffee/Drink",keyword
"믹스커피가 이렇게 맛있을 수 있나 ㅎㅅㅎ
성수동 오면 꼭 오세용","Dessert/Bakery, Coffee/Drink, Vibe",keyword
지인이 준거 먹어보고 맛있어서 한박스 사서 갑니다!,Coffee/Drink,keyword
새로운 경험 아주 좋은경험입니다,Coffee/Drink,keyword
"새 로 운 믹스 커피라 더욱 기대되고
새로워서 맛이 더 특별하게 느껴집니다","Dessert/Bakery, Coffee/Drink, Vibe",keyword
협소한 공간이지만 감각적이고 트렌디하게 잘 구성되어 있어서 입장하는 순간 기분이 좋아요!,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
음료도 디저트도 모두 맛있었습니다!,"Dessert/Bakery, Coffee/Drink",keyword
날이 너무 좋아서 슬러쉬 한 잔 해봅니다.,"Dessert/Bakery, Coffee/Drink",keyword
🩶 녹차맛 뉴믹스 포로 슬러쉬 만들어 먹어봐야겠어요 ㅠㅠ,"Vibe, Coffee/Drink",keyword
줄이 꽤 있는데 금방 빠져요,"Service, Vibe, Coffee/Drink",keyword
2번째 방문입니다!,Service,keyword
"와,, 오란다와 커피의 조합 이렇게까지 맛있을 일인가요,,??","Dessert/Bakery, Coffee/Drink",keyword
"커피 향도 너무 좋고,, 오란다","Dessert/Bakery, Coffee/Drink",keyword
"평소에 정말 즐겨먹지만 와,,, 여기 커피 전문점인데 오란다","Dessert/Bakery, Coffee/Drink",keyword
전문점인 줄 알았어요!,Service,keyword
커피와 오란다,"Dessert/Bakery, Coffee/Drink",keyword
"믹스커피 3개에 물 적게 넣은 찐한 맛 ,,, ㅎㅎ
달달해서 당충전하기 조아요","Dessert/Bakery, Coffee/Drink",keyword
오리지널/녹차맛 슬러시 둘다 진하고 맛있어요!,"Dessert/Bakery, Coffee/Drink",keyword
"배민 창업자가 차린 카페는 어떨까, 쟁쟁한 카페가 많은 성수동에 차린 믹스커피집이 과연 잘될까 궁금해서 방문해봤어요.","Service, Dessert/Bakery, Coffee/Drink, Vibe",keyword
"오리지날을 먹었는데, 정말 우리가 아는 ㅁㅅ커피 맛이랑 똑같습니다.",Coffee/Drink,keyword
근데 맛있긴 해요.,"Dessert/Bakery, Coffee/Drink",keyword
"믹스커피이기 때문에, 종이컵을 꽉 채운 양도 아쉬울 것 같은데 얼음이 6~70%라 한두입에 다 마셔버리니까 너무 아쉬웠어요.","Dessert/Bakery, Coffee/Drink",keyword
오란다는 아는 맛이지만 맛있었어요.,"Dessert/Bakery, Coffee/Drink",keyword
달달한 믹스커피랑 잘 어울렸구요.,Coffee/Drink,keyword
"좌석이 단 1개도 없는 테이크아웃 전용이다보니, 가게 앞에 앉아서/서서 먹는 사람들이 대다수였는데, 무조건 박스에 끼워서 넣어주다보니 너무 환경오염이 심한 게 아닐까...","Service, Dessert/Bakery, Coffee/Drink, Vibe",keyword
재방문은 안 할 것 같아요.,"Service, Dessert/Bakery, Coffee/Drink",keyword
저는 슬러시를 먹었는데 맛있고 합리적인 가격대였어요.,"Dessert/Bakery, Coffee/Drink, Price",keyword
"도넛오란다는 맛별로 다양해서 고르는재미가있는데, 플래이버는 큰차이는 없네요","Service, Dessert/Bakery, Coffee/Drink, Vibe",keyword
포장백같은것두 있으면 좋을거같아요ㅎㅎ,"Price, Dessert/Bakery, Coffee/Drink, Vibe",keyword
너무 친절하시고 맛있어용,"Service, Dessert/Bakery, Coffee/Drink",keyword
커피가 예쁘고 맛있어요!,"Vibe, Coffee/Drink",keyword
믹스커피를 새롭게 즐길 수 있는 곳 !,"Vibe, Coffee/Drink",keyword
종류도 다양해요,"Dessert/Bakery, Coffee/Drink",keyword
이쁘고 맛있어요!,Vibe,keyword
"☕️
녹차 슬러시도 맛있어요!","Dessert/Bakery, Coffee/Drink",keyword
더울 때 먹기에 좋아요,Coffee/Drink,keyword
성수 핫플 카페 <뉴믹스 커피>,Coffee/Drink,keyword
최근에 엄청 트렌드하고 유명한 카페라서 방문했습니다.,"Service, Dessert/Bakery, Coffee/Drink",keyword
오란다 디저트가 전통적이면서 트렌디합니다.,"Dessert/Bakery, Coffee/Drink",keyword
특히 뉴믹스커피 한국 전통 커피 맛을 매우매우 트렌디하게 잘살렸습니다.,"Dessert/Bakery, Coffee/Drink",keyword
테이크아웃 전문점이지만 대기하는 테이크아웃 전문점입니다 ^^,"Service, Dessert/Bakery, Coffee/Drink",keyword
너무 맛있게 잘먹었어요,Coffee/Drink,keyword
"♥️ 
특이한 커피 맛볼 수 있어서 좋은거 같아요","Dessert/Bakery, Coffee/Drink, Vibe",keyword
신기한 컨셉의 카페길래 지나가다 들려보았어요!,"Dessert/Bakery, Coffee/Drink",keyword
저는 뉴믹스 군밤맛 믹스커피 구매했어요!!,"Dessert/Bakery, Coffee/Drink",keyword
건빵 맛있어요,Dessert/Bakery,keyword
가성비좋은 커피믹스집입니다,"Vibe, Price",keyword
너무 예쁘고 또오고싶을정도에요!,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
분위기는 좋은데 앉아서 먹을곳이 너무 없어서 불편해요,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
특이한 믹스카피가 있네요.,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
잘 먹고 갑니다!,Coffee/Drink,keyword
커피가 저렴하고 싸요!!!!,"Dessert/Bakery, Coffee/Drink, Price",keyword
가성비 커피 맛집 찾아 왔어요,"Service, Dessert/Bakery, Coffee/Drink, Price",keyword
뭔가 뜨거운 음료만 있을 것 같았는데 차가운 음료도 있어서 냉큼 구매했어요!!!,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
주말에 웨이팅은 꾸준히 있는데 회전율이 빨라서 금방 구매했습니다!,"Service, Dessert/Bakery, Coffee/Drink, Vibe",keyword
떡와플운 3분 정도 걸린대요,"Dessert/Bakery, Coffee/Drink",keyword
신기하고 맛있어요!!,"Dessert/Bakery, Coffee/Drink",keyword
오리지널 아이스로 먹었는데 기존 믹스와는 다르게 엄청 깔끔한 맛이어서 다음번엔 다른메뉴들도 먹어보고 싶어요,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
"디저트 너무 맛나용
커피도 되게 트렌디하구 세련되었고
매장이 힙해서 좋아요~~~!","Dessert/Bakery, Coffee/Drink, Vibe",keyword
인테리어가 멋있어여,Vibe,keyword
데이트 중 보여서 들어 왔는데 신기한 경험이였어요,"Dessert/Bakery, Coffee/Drink",keyword
믹스커피의 재해석 보아여,Coffee/Drink,keyword
특이하고 맛있어요 ㅎㅎ,"Dessert/Bakery, Coffee/Drink",keyword
가성비굳,Price,keyword
비주얼부터 힙함!!!,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
우리나라 믹스커피면 말해모합니까!,"Dessert/Bakery, Coffee/Drink",keyword
오리지널은 역시나 달달한게 넘나 맛있구요,Coffee/Drink,keyword
너무 달아서 전 재주문은 안할것 같아요,"Service, Dessert/Bakery, Coffee/Drink",keyword
달달해서 쌉싸름한 맛이 덜 느껴짐,"Dessert/Bakery, Coffee/Drink",keyword
오란다는 부드럽게 바삭 씹히는 부분도 있는데 부분적으로는 너무 딱딱해서 이 나가는줄 알았어요 ㅜㅠ,"Service, Dessert/Bakery, Coffee/Drink, Vibe",keyword
"주변에서 이걸 마실 곳 없고, 컵 홀더 박스 버릴곳도 없는점 아쉽!",Vibe,keyword
(음료컵 버리는 홀더만 있어요),"Vibe, Coffee/Drink",keyword
그래도 오리지널 뉴믹스는 맛있습니다!,Coffee/Drink,keyword
한번 정도는 더 마셔볼것 같은 그런!,Dessert/Bakery,keyword
궁금하다 싶으면 한번정도는 가볼만한 카페인듯 ;-),"Dessert/Bakery, Coffee/Drink",keyword
신기해서 방문해봤는데 독특한 컨셉에 맛도 좋은거 같아요.,"Service, Dessert/Bakery, Coffee/Drink",keyword
믹스커피의 신선함!,"Dessert/Bakery, Coffee/Drink",keyword
믹스 커피 전문점이라니!!!,Coffee/Drink,keyword
뉴믹스가 생겼다길래 와봤어요~!!,"Dessert/Bakery, Coffee/Drink",keyword
슬러시가 엄청 찐해요!,"Dessert/Bakery, Coffee/Drink",keyword
요즘 핫한 곳!!,Vibe,keyword
커피도 맛있고 공간더 예뻐요,"Vibe, Coffee/Drink",keyword
뉴믹스!,Coffee/Drink,keyword
맛있고 친절해요,"Service, Dessert/Bakery, Coffee/Drink",keyword
뉴믹스커피를 주변에서 추천받고 방문했습니다.,"Service, Dessert/Bakery, Coffee/Drink, Vibe",keyword
"숭님 팬인데, 광고들이 하나같이 신선했습니다!","Dessert/Bakery, Coffee/Drink, Vibe",keyword
막상 도착했을때는 생각보다 매장이 작아서 놀랐어요.,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
테이크아웃집인지 몰랐습니다.,"Service, Vibe",keyword
"그런데 케리어에 끼워서 주시고, 옛날 과자로 디저트를 만든것도 신박했어요.","Dessert/Bakery, Coffee/Drink, Vibe",keyword
날 풀리면 테이크아웃해서 서울숲가져가서 밖에서 먹어도 기분전환될거같아요!,"Service, Dessert/Bakery, Coffee/Drink, Vibe",keyword
"아, 사람없을때는 옆에서 서서 간단히 먹을수있엇어요!","Dessert/Bakery, Coffee/Drink, Vibe",keyword
"인테리어도 시선집중되는 신박한 곳인데, 옛날 믹스커피보다는 더 맛있고 고소해요!","Dessert/Bakery, Coffee/Drink, Vibe",keyword
제조방법이나 비율 여쭤보고싶은거 꾹 참았어요!,Service,keyword
성수방문할때 또 먹으러 가려구요!,"Service, Dessert/Bakery, Coffee/Drink",keyword
카페인 뽝!!!,Coffee/Drink,keyword
"단음료 안좋아하는데,,","Dessert/Bakery, Coffee/Drink",keyword
떡와플과 오리지널 슬러시 먹었어요,"Dessert/Bakery, Coffee/Drink",keyword
🫶🏻 떡와플 너무 부드럽고 쫄깃하고 오리지널 슬러시는 고급진 더위사냥 맛인데 입안이 텁텁하지 않아 좋았어요!,"Dessert/Bakery, Coffee/Drink",keyword
믹스커피의 새로운 시각.,Coffee/Drink,keyword
카페가 넘쳐나는 성수에서도 실패없을 맛을 가진 곳:) 테이크아웃만되는 공간입니다용..,"Service, Vibe, Coffee/Drink",keyword
갠적인 원픽은 군밤🌰 여기 커피랑 디저트 맛보신 부모님이 너무너무 좋아하셔서 포장해서 갑니당 (งᐛ)ว (งᐖ )ว,"Dessert/Bakery, Coffee/Drink, Price",keyword
오픈 전부터 기다리다가 방문했어요.,"Service, Dessert/Bakery, Coffee/Drink",keyword
금요일이라 웨이팅 각오하고 방문했는데 3시쯤 바로입장 할 수 있었어요.,"Service, Dessert/Bakery, Coffee/Drink, Vibe",keyword
알커피나 설탕이 알알이 녹아 섞이는 믹스커피가 연상되는 미디어아트가 신선해요!,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
사실 달달한 믹스커피에 밤이나 녹차맛이 좀 첨가된 맛일거라고 생각했는데 예상보다 많이 달지 않고 폼이 엄청 부드러워서 깜짝 놀랐고..,"Dessert/Bakery, Coffee/Drink",keyword
오란다도 너무 찐득한 게 아니라 바삭바삭해서 너무 맛있었어요..!,"Dessert/Bakery, Coffee/Drink",keyword
"🥺
부드러운 라떼 좋아하시는 분들은 볶은 쌀맛 커피 추천드립니다✨","Vibe, Coffee/Drink",keyword
일단 너무 힙해서 즇아요,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
"진짜 달다구리 한국식 믹스커피 맛ㅎㅎ
믹스커피랑 오란다랑 생각 외로 되게 잘어울려여!","Dessert/Bakery, Coffee/Drink, Vibe",keyword
완전 기대되요 맛있을것같이요,Dessert/Bakery,keyword
신기하고 맛있어요!,"Dessert/Bakery, Coffee/Drink",keyword
대기 많이 안했어용,"Service, Dessert/Bakery, Coffee/Drink",keyword
커피도 맛있고 오란다도 맛나요!,"Dessert/Bakery, Coffee/Drink",keyword
평일이라 오래 안기다렸어요.,Service,keyword
맛있고 인테리어 신선합니다ㅏ,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
친절쓰,Service,keyword
"점심시간과 퇴근시간, 주말을 제외하면 바로 바로 픽업이 가능합니다!!","Service, Dessert/Bakery, Coffee/Drink, Price",keyword
가성비도 좋고 맛도 있었습닏!,"Vibe, Coffee/Drink, Price",keyword
군밤맛 아이스 먹었는데 완전 맛나용,Coffee/Drink,keyword
인테리어가 신기해요!,Vibe,keyword
커피 짱맛이용!!,Coffee/Drink,keyword
어제 먹고 맛있어서 또 왔어요!!,"Dessert/Bakery, Coffee/Drink",keyword
부담스럽지 않게 맛있고 선물하기도 좋아요:),"Dessert/Bakery, Coffee/Drink, Price",keyword
오리지널한 디저트를 즐길 수 있어서 좋아여  !!,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
먹어보고 싶어요!!!!!,Coffee/Drink,keyword
헤헤 ㅋㅋㅋ 귤님 뉴믹스 연대기 블로그로 보고 더 가고 싶어져서 와봤아요 ㅎㅅㅎ 뉴믹스 오떻게 탄생했는지 알고 가니까 아는 만큼 맛있었어요!,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
선물하기에도 넘 좋아요,"Dessert/Bakery, Coffee/Drink, Price",keyword
커피는 맛있어요,Coffee/Drink,keyword
고급 믹스커피맛 b,"Dessert/Bakery, Coffee/Drink",keyword
"잊고 있던 믹스커피의 짜릿한 맛이 반가웠고
디저트들도 다 맛있었어요!","Dessert/Bakery, Coffee/Drink, Vibe",keyword
재미있는 아이디어가 실현된 공간이라 친구들을 데러오고 싶은 공간입니다 :),"Dessert/Bakery, Coffee/Drink, Vibe",keyword
커피 마셔보고 맛있어서 믹스커피도삿어요,Coffee/Drink,keyword
테이크아웃만 가능하고 대기줄이 다소 있어요,"Vibe, Service, Coffee/Drink, Price, Dessert/Bakery",keyword
진짜힙하고 독특합니닷,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
"요즘 가장 핫하다는 뉴믹스커피 진심 적당히
달고 맛있음ㅠ",Coffee/Drink,keyword
그 봉지믹스커피 맛아님 존맛탱 제발 먹어보세요.,Coffee/Drink,keyword
"믹스로 이런 도전이라니 ㅋㅋ 
재미있는 곳이었는데!","Vibe, Coffee/Drink",keyword
추천,Vibe,keyword
뉴믹스커피 너무 맛있어요.,Coffee/Drink,keyword
메뉴가 다양해서 골라먹기 좋아요,"Dessert/Bakery, Coffee/Drink",keyword
"믹스커피를 너뮤 좋아해서 
뉴믹스커피 소식듣고 얼마나 기다렸는지..!","Service, Coffee/Drink",keyword
보약같은 믹스커피 한사발 시원하게 먹고 갑니다!,"Dessert/Bakery, Coffee/Drink",keyword
커피는 타먹어야 제맛..,Coffee/Drink,keyword
믹스커피계의 에르메스..,Coffee/Drink,keyword
녹차슬러시 커피랑 녹차의 맛있는 씁쓸한 맛이 너무 좋아요!,"Dessert/Bakery, Coffee/Drink",keyword
매장깔끔 배달의민족 창업자 분의 브랜드라 해서 왔어요.,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
"믹스커피가 해외에서 잘 팔린다는데, 시장 다 먹으세요♡",Coffee/Drink,keyword
맛있어서 포장했어요,"Dessert/Bakery, Coffee/Drink, Price",keyword
시그니처 아이스로 마셨는데 너무 맛있습니당~,Vibe,keyword
지나칠수 없는 핫플 냄새가 나요..,Coffee/Drink,keyword
"작은곳에 알차게 구성되어있는
새로운 컨셉의 카페..","Dessert/Bakery, Coffee/Drink, Vibe",keyword
"🥹
2호점도 열면 가볼게요",Coffee/Drink,keyword
새로운 맛이고 근처에 있다면 들를 것 같아요,"Dessert/Bakery, Coffee/Drink, Vibe",keyword
커피 달다구리하고 맛잇습니다,"Dessert/Bakery, Coffee/Drink",keyword
테이크아웃만 되는 정말 작은 매장이더라구요.,"Service, Dessert/Bakery, Vibe",keyword
그래도 구석구석 정말 많은 정성을 쏟았다는 것을 알 수 있었습니다.,"Vibe, Coffee/Drink",keyword
앉을 자리가 없어서 그냥 길가에 먹고 마시긴 불편할 것 같아 포장으로만 사고 아직 못 먹어봤어요.,"Dessert/Bakery, Coffee/Drink, Price",keyword
오란다와 오리지널맛 믹스 볶은쌀맛 믹스 샀는데 맛이 궁금합니다,"Dessert/Bakery, Coffee/Drink",keyword
정말 멋있는 공간이네요,Vibe,keyword
인테리어 너무 멋져요!,Vibe,keyword
커피도 맛있고 특별한 메뉴가 많은거같네요,"Dessert/Bakery, Coffee/Drink",keyword
가격대비 양도 많고 컨셉도 신선해서 좋았어요!,"Dessert/Bakery, Coffee/Drink, Price",keyword
조금 아쉬운건 들고 다닐 수 있게 뚜껑도 있었으면 더 편했을 것 같아요(선택사항으로),"Service, Dessert/Bakery, Coffee/Drink, Vibe",keyword
너무 예뻐용,Vibe,keyword
자주 이용할게요,"Dessert/Bakery, Coffee/Drink",keyword
